,Id,Origem,Fonte,Não enviar e-mail,Não ligar,Convertido,Total de visitas,Tempo gasto no site,Páginas por visita,Última atividade,País,Área de Interesse,Como soube de nós,Ocupação,Tags,Qualidade do Lead,Perfil de Lead,Cidade,Última atividade notável
1355,645664,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,Link do E-mail Clicado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Link do E-mail Clicado
1356,645662,Landing Page Submission,Busca Orgânica,Não,Não,0,8.0,550,2.67,E-mail Aberto,Brasil,Viagens e Turismo,,Desempregado,Será Revertido Após Ler o E-mail,,Lead Encontrado,Outra Região Metropolitana,E-mail Aberto
1357,645659,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,963,2.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Tocando,,Lead Encontrado,Guarulhos,E-mail Aberto
1358,645657,API Externa,Google,Não,Não,1,2.0,923,1.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1359,645640,Landing Page Submission,Busca Orgânica,Não,Não,1,4.0,1121,4.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
1360,645636,API Externa,Google,Não,Não,1,6.0,1366,6.0,SMS enviado,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
1361,645629,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,77,2.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Outros Leads,Outras Cidades,E-mail Aberto
1362,645612,API Externa,ChatBot,Não,Não,0,5.0,274,2.5,Página Visitada no Site,,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Página Visitada no Site
1363,645610,API Externa,Tráfego Direto,Não,Não,0,4.0,446,1.33,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
1364,645601,API Externa,Google,Não,Não,1,2.0,972,1.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1365,645596,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Caixa Postal,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1366,645563,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Conversa com Chatbot
1367,645545,Landing Page Submission,Tráfego Direto,Não,Não,0,7.0,252,2.33,E-mail Aberto,Brasil,Gerenciamento de Operações,Várias Fontes,Desempregado,Desligado,Talvez,Lead Encontrado,Guarulhos,E-mail Aberto
1368,645538,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,1346,3.0,E-mail Aberto,Brasil,Administração de Empresas,,Profissional CLT,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1369,645530,API Externa,Google,Não,Não,1,2.0,1108,2.0,Converteu como Lead,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1370,645524,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Fez Cursos em Outras Empresas,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1371,645523,API Externa,Google,Não,Não,1,2.0,1606,2.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1372,645517,Landing Page Submission,Google,Não,Não,0,5.0,1209,5.0,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,Pesquisa Online,,,,,São Paulo,E-mail Aberto
1373,645515,Landing Page Submission,Google,Não,Não,0,3.0,315,3.0,E-mail Aberto,Brasil,Gestão da Cadeia de Suprimentos,Pesquisa Online,Desempregado,Ocupado,Incerto,Outros Leads,Outra Região Metropolitana,E-mail Aberto
1374,645512,API Externa,Google,Não,Não,1,6.0,1552,1.5,E-mail Aberto,Brasil,Administração de Empresas,,Desempregado,,,Lead Encontrado,São Paulo,E-mail Aberto
1375,645495,Landing Page Submission,Tráfego Direto,Não,Não,0,5.0,88,1.67,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Lead Encontrado,Guarulhos,E-mail Aberto
1376,645491,API Externa,Google,Não,Não,0,4.0,185,4.0,Página Visitada no Site,Brasil,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1377,645483,API Externa,Google,Não,Não,1,2.0,485,2.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1378,645481,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
1379,645472,Landing Page Submission,Tráfego Direto,Não,Não,1,8.0,103,2.67,SMS enviado,Brasil,Recursos Humanos,Indicação de Clientes,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
1380,645458,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,816,2.0,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,,,Caixa Postal,,,Outras Cidades,E-mail Aberto
1381,645457,API Externa,Google,Não,Não,1,3.0,1319,3.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1382,645447,Landing Page Submission,Google,Não,Não,0,3.0,240,3.0,E-mail Aberto,Brasil,Negócios Internacionais,Pesquisa Online,Desempregado,Tocando,,Lead Encontrado,Outras Cidades,E-mail Aberto
1383,645441,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1384,645431,Landing Page Submission,Google,Não,Não,0,5.0,286,5.0,E-mail Aberto,Brasil,Recursos Humanos,Outros,,,,,Guarulhos,E-mail Aberto
1385,645422,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
1386,645398,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,Fez Cursos em Outras Empresas,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1387,645392,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
1388,645388,API Externa,Google,Não,Não,1,2.0,2020,2.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1389,645386,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,212,3.0,E-mail Aberto,Brasil,Rural e Agronegócio,,Desempregado,Interessado em Fazer MBA em Tempo Integral,,Lead Encontrado,São Paulo,E-mail Aberto
1390,645385,API Externa,Google,Não,Não,1,2.0,880,2.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1391,645381,Landing Page Submission,Google,Sim,Não,0,5.0,1369,2.5,E-mail Descartado,Brasil,Marketing,Conversa com Amigos,Desempregado,Tocando,Incerto,Lead Encontrado,Interior de SP,E-mail Descartado
1392,645378,Landing Page Submission,Google,Não,Não,0,3.0,172,3.0,Furmulário Submetido no Site,Brasil,Gerenciamento de Projetos de TI,Outros,Desempregado,Graduação em Andamento,,Lead Encontrado,Outras Cidades,Modificação nos Dados Pessoais
1393,645377,Lead Add Form,WebSite da Empresa,Não,Não,1,,429,,,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1394,645372,Landing Page Submission,Google,Não,Não,0,2.0,14,2.0,E-mail Aberto,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,,,Lead Encontrado,São Paulo,E-mail Aberto
1395,645370,Lead Add Form,Google Ads,Não,Não,1,,186,,,,Recursos Humanos,,Estudante,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
1396,645355,Landing Page Submission,Google,Não,Não,1,2.0,861,2.0,SMS enviado,Brasil,Finanças,Pesquisa Online,Estudante,Ainda Pensando,Talvez,Lead Encontrado,São Paulo,SMS enviado
1397,645352,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1398,645350,API Externa,Google,Não,Não,1,2.0,640,1.0,E-mail Aberto,Brasil,Marketing,,Profissional CLT,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,E-mail Aberto
1399,645342,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,580,1.5,E-mail Aberto,Brasil,Finanças,,,,,,Guarulhos,E-mail Aberto
1400,645335,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,1603,2.0,Página Visitada no Site,Brasil,"Bancos, Investimentos e Seguros",,Desempregado,Tocando,Incerto,Lead Encontrado,Guarulhos,Modificação nos Dados Pessoais
1401,645333,API Externa,Google,Não,Não,1,3.0,1459,3.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1402,645330,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
1403,645324,Landing Page Submission,Google,Não,Não,1,3.0,359,3.0,SMS enviado,Brasil,Finanças,Anúncios,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
1404,645315,Landing Page Submission,Tráfego Direto,Não,Não,1,5.0,100,5.0,SMS enviado,Brasil,Finanças,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
1405,645308,Landing Page Submission,Google,Não,Não,1,3.0,423,3.0,SMS enviado,Brasil,Administração de Empresas,Conversa com Amigos,Desempregado,,,Lead Encontrado,São Paulo,SMS enviado
1406,645305,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Marketing,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1407,645294,API Externa,Google,Não,Não,1,2.0,1520,2.0,SMS enviado,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
1408,645292,Landing Page Submission,Google,Não,Não,1,4.0,1360,4.0,SMS enviado,Brasil,Marketing,Várias Fontes,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
1409,645291,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,2,2.0,SMS enviado,Brasil,Marketing,,Desempregado,Graduação em Andamento,Talvez,Lead Encontrado,Outras Cidades,Modificação nos Dados Pessoais
1410,645285,Landing Page Submission,Busca Orgânica,Não,Não,0,5.0,294,5.0,E-mail Aberto,Brasil,Mídia e Publicidade,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Outra Região Metropolitana,E-mail Aberto
1411,645276,Landing Page Submission,Google,Não,Não,1,4.0,1261,4.0,Furmulário Submetido no Site,Brasil,Viagens e Turismo,Redes Sociais,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
1412,645274,API Externa,ChatBot,Não,Não,0,3.0,135,1.5,Link do E-mail Clicado,,,,,,,,,Link do E-mail Clicado
1413,645271,Landing Page Submission,Google,Não,Não,0,4.0,1805,4.0,E-mail Aberto,Brasil,"Bancos, Investimentos e Seguros",Conversa com Amigos,,,,,São Paulo,E-mail Aberto
1414,645265,Landing Page Submission,Google,Não,Não,0,4.0,110,2.0,SMS enviado,Brasil,Administração de Empresas,Pesquisa Online,,,,,São Paulo,SMS enviado
1415,645252,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,42,1.5,E-mail Aberto,Brasil,Marketing,,,,,,São Paulo,E-mail Aberto
1416,645243,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
1417,645241,API Externa,Busca Orgânica,Não,Não,0,5.0,45,5.0,E-mail Aberto,Brasil,Programação,,Desempregado,Número Errado,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1418,645226,Landing Page Submission,Google,Sim,Não,0,1.0,866,1.0,E-mail Descartado,Brasil,Recursos Humanos,Pesquisa Online,,,,,São Paulo,Modificação nos Dados Pessoais
1419,645218,Landing Page Submission,Google,Não,Não,1,7.0,938,7.0,E-mail Aberto,Brasil,Administração de Empresas,Conversa com Amigos,Desempregado,Não Chamou,Incerto,Outros Leads,São Paulo,Modificação nos Dados Pessoais
1420,645215,API Externa,Google,Não,Não,0,8.0,397,2.0,Conversa com Chatbot,Brasil,Recursos Humanos,Outros,,,,,Guarulhos,Conversa com Chatbot
1421,645200,API Externa,Busca Orgânica,Não,Não,1,5.0,1084,5.0,Conversa com Chatbot,Brasil,,,,,,,,Modificação nos Dados Pessoais
1422,645184,Landing Page Submission,Google,Sim,Não,0,6.0,148,3.0,SMS enviado,Brasil,Recursos Humanos,Pesquisa Online,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
1423,645176,API Externa,Google,Não,Não,1,2.0,1345,2.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Rio de Janeiro,E-mail Aberto
1424,645173,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,1709,4.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,,Profissional CLT,Será Revertido Após Ler o E-mail,Incerto,Lead Encontrado,São Paulo,SMS enviado
1425,645172,Landing Page Submission,Google,Não,Não,1,4.0,1588,4.0,SMS enviado,Brasil,Recursos Humanos,Várias Fontes,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
1426,645169,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
1427,645155,API Externa,Tráfego Direto,Não,Não,0,3.0,533,1.5,E-mail Aberto,Brasil,,,,,,,,Modificação nos Dados Pessoais
1428,645154,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Tocando,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1429,645149,Landing Page Submission,Google,Não,Não,0,2.0,1288,2.0,E-mail Aberto,Brasil,Viagens e Turismo,Indicação de Clientes,,,,,São Paulo,E-mail Aberto
1430,645148,Landing Page Submission,Tráfego Direto,Não,Não,0,6.0,95,2.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Tocando,,Lead Encontrado,São Paulo,E-mail Aberto
1431,645140,API Externa,Google,Não,Não,0,4.0,12,1.33,Página Visitada no Site,Brasil,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Página Visitada no Site
1432,645131,Landing Page Submission,Busca Orgânica,Não,Não,1,11.0,1054,2.75,E-mail Aberto,Brasil,Rural e Agronegócio,,Desempregado,Não Chamou,Incerto,Outros Leads,Outras Cidades,E-mail Aberto
1433,645128,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,664,2.0,E-mail Aberto,Brasil,Administração de Empresas,Indicação de Clientes,Estudante,Graduação em Andamento,Talvez,Outros Leads,São Paulo,E-mail Aberto
1434,645114,Landing Page Submission,Google,Não,Não,0,3.0,336,1.5,E-mail Aberto,Brasil,Finanças,Conversa com Amigos,Desempregado,Número Errado,,Lead Encontrado,São Paulo,E-mail Aberto
1435,645110,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,291,2.0,SMS enviado,Brasil,Marketing,Indicação de Clientes,,,,,Guarulhos,SMS enviado
1436,645099,Landing Page Submission,Google,Não,Não,1,4.0,1688,4.0,E-mail Aberto,Brasil,Gerenciamento de Operações,Pesquisa Online,Profissional CLT,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,Interior de SP,E-mail Aberto
1437,645089,Landing Page Submission,Google,Não,Não,1,10.0,1467,10.0,E-mail Aberto,Brasil,Gerenciamento de Operações,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,Guarulhos,E-mail Aberto
1438,645067,Landing Page Submission,Busca Orgânica,Não,Não,0,8.0,419,8.0,Link do E-mail Clicado,Brasil,Marketing,,Desempregado,Número Não Fornecido,Provavelmente Não,Lead Encontrado,São Paulo,Link do E-mail Clicado
1439,645057,API Externa,Google,Não,Não,1,4.0,427,4.0,E-mail Aberto,Brasil,"Bancos, Investimentos e Seguros",,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Guarulhos,E-mail Aberto
1440,645051,API Externa,Google,Não,Não,0,5.0,294,5.0,E-mail Aberto,Brasil,Finanças,Indicação de Clientes,,,,,Outra Região Metropolitana,E-mail Aberto
1441,645035,API Externa,Google,Não,Não,0,6.0,529,3.0,E-mail Aberto,Brasil,"Bancos, Investimentos e Seguros",Pesquisa Online,Desempregado,Tocando,,Lead Encontrado,Guarulhos,E-mail Aberto
1442,645026,Landing Page Submission,Google,Não,Não,1,2.0,1296,2.0,Converteu como Lead,Brasil,Marketing,Outros,,Caixa Postal,,,Guarulhos,Modificação nos Dados Pessoais
1443,645024,API Externa,ChatBot,Não,Não,0,2.0,139,1.0,E-mail Aberto,,Programação,,Desempregado,Tocando,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1444,645009,Landing Page Submission,Google,Não,Não,1,3.0,1683,3.0,E-mail Aberto,Brasil,Administração de Empresas,Pesquisa Online,Profissional CLT,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1445,644990,API Externa,Google,Não,Não,0,1.0,254,1.0,Converteu como Lead,Brasil,Programação,,Desempregado,Interesse em Outros Cursos,Provavelmente Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
1446,644988,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,1223,3.0,E-mail Aberto,Brasil,Gerenciamento de Operações,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,Interior de SP,E-mail Aberto
1447,644985,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,940,2.0,SMS enviado,Brasil,"Bancos, Investimentos e Seguros",,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,São Paulo,SMS enviado
1448,644961,Landing Page Submission,Google,Não,Não,0,5.0,9,5.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,Pesquisa Online,Desempregado,Tocando,Talvez,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
1449,644954,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,270,2.0,E-mail Aberto,Brasil,Finanças,,,,,,Guarulhos,E-mail Aberto
1450,644953,API Externa,Google,Não,Não,1,5.0,1323,2.5,SMS enviado,Brasil,Recursos Humanos,Indicação de Clientes,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Outras Cidades,SMS enviado
1451,644924,Landing Page Submission,Google,Não,Não,0,4.0,469,4.0,E-mail Aberto,Brasil,Finanças,Outros,,,,,São Paulo,E-mail Aberto
1452,644912,API Externa,Google,Não,Não,0,6.0,326,3.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Ocupado,,Lead Encontrado,São Paulo,E-mail Aberto
1453,644911,API Externa,Google,Não,Não,0,4.0,45,4.0,E-mail Aberto,Brasil,Marketing,Várias Fontes,Desempregado,Interessado em Fazer MBA em Tempo Integral,Com Certeza Não,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
1454,644906,Landing Page Submission,Google,Não,Não,1,6.0,1975,6.0,Link do E-mail Clicado,Brasil,Gerenciamento de Projetos de TI,Pesquisa Online,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,Link do E-mail Clicado
1455,644905,Landing Page Submission,Google,Não,Não,0,4.0,1064,4.0,E-mail Aberto,Brasil,Recursos Humanos,Pesquisa Online,Desempregado,Tocando,Talvez,Lead Encontrado,São Paulo,E-mail Aberto
1456,644900,Landing Page Submission,Google,Não,Não,1,6.0,1681,6.0,E-mail Aberto,Brasil,Negócios Internacionais,Redes Sociais,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,São Paulo,E-mail Aberto
1457,644895,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1458,644885,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,1545,2.0,E-mail Aberto,Brasil,Gestão da Cadeia de Suprimentos,,Profissional CLT,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,E-mail Aberto
1459,644881,API Externa,Tráfego Direto,Não,Não,0,20.0,1165,2.5,E-mail Aberto,Brasil,,,,,,,,Modificação nos Dados Pessoais
1460,644880,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,Conversa com Chatbot,,,,,Caixa Postal,,,,Modificação nos Dados Pessoais
1461,644871,API Externa,Google,Não,Não,0,5.0,71,5.0,Conversa com Chatbot,Brasil,Programação,,Desempregado,Tocando,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1462,644862,Landing Page Submission,Google,Não,Não,0,6.0,1152,3.0,SMS enviado,Brasil,Gerenciamento de Operações,Pesquisa Online,,,,,São Paulo,SMS enviado
1463,644861,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
1464,644821,Landing Page Submission,Tráfego Direto,Não,Não,0,1.0,211,1.0,Converteu como Lead,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,Tocando,Incerto,Outros Leads,São Paulo,Modificação nos Dados Pessoais
1465,644816,Landing Page Submission,Google,Não,Não,0,4.0,367,4.0,E-mail Aberto,Brasil,Marketing,Pesquisa Online,,,,,São Paulo,Modificação nos Dados Pessoais
1466,644763,API Externa,Google,Não,Não,0,2.0,942,2.0,SMS enviado,Brasil,Programação,,Desempregado,Portador de Diploma (Não Elegível),Com Certeza Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
1467,644758,Landing Page Submission,Google,Não,Não,1,4.0,894,4.0,SMS enviado,Brasil,Gerenciamento de Projetos de TI,Pesquisa Online,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Guarulhos,SMS enviado
1468,644750,API Externa,Google,Não,Não,1,2.0,1132,1.0,E-mail Aberto,Brasil,Gerenciamento de Operações,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Rio de Janeiro,E-mail Aberto
1469,644724,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,941,3.0,E-mail Aberto,Brasil,Administração de Empresas,,Desempregado,Será Revertido Após Ler o E-mail,,Lead Encontrado,São Paulo,E-mail Aberto
1470,644723,API Externa,Busca Orgânica,Não,Não,1,8.0,234,4.0,SMS enviado,Brasil,Viagens e Turismo,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Rio de Janeiro,SMS enviado
1471,644717,Landing Page Submission,Busca Orgânica,Não,Não,0,4.0,1075,4.0,E-mail Aberto,Brasil,"Bancos, Investimentos e Seguros",,,,,,Outra Região Metropolitana,E-mail Aberto
1472,644710,Landing Page Submission,Google,Não,Não,0,6.0,153,3.0,E-mail Aberto,Brasil,Administração de Empresas,,,,,,São Paulo,E-mail Aberto
1473,644706,Landing Page Submission,Tráfego Direto,Não,Não,1,5.0,1275,2.5,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Interior de SP,E-mail Aberto
1474,644703,API Externa,Google,Não,Não,0,2.0,1322,2.0,E-mail Aberto,Brasil,Programação,,Desempregado,Tocando,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
1475,644702,API Externa,Google,Não,Não,1,3.0,1210,3.0,E-mail Aberto,Brasil,Gestão de Saúde,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Rio de Janeiro,E-mail Aberto
1476,644691,Landing Page Submission,Busca Orgânica,Não,Não,0,5.0,211,5.0,E-mail Aberto,Brasil,Finanças,,Desempregado,Tocando,Talvez,Lead Encontrado,São Paulo,E-mail Aberto
1477,644680,API Externa,Google,Não,Não,0,1.0,147,1.0,Converteu como Lead,Brasil,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1478,644671,Landing Page Submission,Google,Não,Não,0,7.0,67,7.0,E-mail Aberto,Brasil,Marketing,,Profissional CLT,Interesse em Outros Cursos,Provavelmente Não,Lead em Potencial,Outra Região Metropolitana,Modificação nos Dados Pessoais
1479,644665,Landing Page Submission,Google,Não,Não,1,6.0,938,6.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
1480,644658,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Link do E-mail Clicado,,Programação,,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
1481,644642,API Externa,ChatBot,Não,Não,1,1.0,832,1.0,E-mail Aberto,Brasil,"Bancos, Investimentos e Seguros",,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Guarulhos,E-mail Aberto
1482,644641,Landing Page Submission,Google,Não,Não,0,3.0,352,3.0,E-mail Aberto,Brasil,Negócios Internacionais,Outros,Desempregado,,,Lead Encontrado,São Paulo,E-mail Aberto
1483,644640,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
1484,644624,Landing Page Submission,Google,Sim,Não,0,4.0,125,4.0,SMS enviado,Brasil,Gerenciamento de Operações,Conversa com Amigos,Desempregado,Tocando,Incerto,Lead Encontrado,Guarulhos,Modificação nos Dados Pessoais
1485,644599,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,258,3.0,E-mail Aberto,Brasil,Finanças,Indicação de Clientes,,,,,Outras Cidades,E-mail Aberto
1486,644594,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,51,2.0,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,,Desempregado,Tocando,Incerto,Outros Leads,São Paulo,E-mail Aberto
1487,644576,API Externa,ChatBot,Não,Não,0,3.0,15,1.5,E-mail Aberto,Brasil,Recursos Humanos,,,,,,São Paulo,E-mail Aberto
1488,644524,Landing Page Submission,Tráfego Direto,Não,Não,1,1.0,993,1.0,Converteu como Lead,Brasil,Gerenciamento de Operações,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
1489,644512,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,883,2.0,E-mail Aberto,Brasil,Gerenciamento de Operações,,Desempregado,Tocando,Incerto,Lead Encontrado,Outra Região Metropolitana,E-mail Aberto
